customer_id,segment,plan,recency,frequency,monetary,r_score,f_score,m_score,customer_segment
CUST_001173,Mid-Market,Basic,14,36,1818.6,3,4,2,Promising
CUST_001174,Enterprise,Enterprise,14,41,42039.2,3,4,5,Loyal Customers
CUST_001175,Small Business,Basic,5,9,438.32,5,1,1,New Customers
CUST_001176,Mid-Market,Professional,3,47,7008.68,5,4,4,Champions
CUST_001177,Mid-Market,Basic,27,40,1989.39,1,4,2,Need Attention
CUST_001178,Mid-Market,Basic,10,10,493.25,4,1,1,New Customers
CUST_001179,Small Business,Enterprise,9,38,38182.57,4,4,5,Champions
CUST_001180,Startup,Business,2,18,7247.79,5,2,4,New Customers
CUST_001181,Startup,Business,26,16,6413.68,1,2,4,Hibernating High Value
CUST_001182,Small Business,Business,4,3,1207.6100000000001,5,1,2,New Customers
CUST_001183,Small Business,Business,25,12,4946.58,2,2,3,Hibernating High Value
CUST_001184,Small Business,Professional,21,50,7494.85,2,5,4,At Risk
CUST_001185,Small Business,Business,5,32,13013.73,5,3,5,Loyal Customers
CUST_001186,Mid-Market,Professional,1,3,436.63,5,1,1,New Customers
CUST_001187,Mid-Market,Professional,30,14,2079.2200000000003,1,2,2,Lost
CUST_001188,Mid-Market,Business,26,17,6745.49,1,2,4,Hibernating High Value
CUST_001190,Small Business,Business,8,39,15599.31,4,4,5,Champions
CUST_001191,Small Business,Basic,28,51,2528.61,1,5,3,At Risk
CUST_001192,Mid-Market,Business,2,4,1626.88,5,1,2,New Customers
CUST_001193,Small Business,Basic,7,8,400.89,4,1,1,New Customers
CUST_001195,Mid-Market,Basic,16,40,1975.57,3,4,2,Promising
CUST_001196,Startup,Business,3,44,17810.78,5,4,5,Champions
CUST_001197,Small Business,Basic,26,15,752.83,1,2,1,Lost
CUST_001198,Mid-Market,Professional,9,33,5202.53,4,3,3,Loyal Customers
CUST_001199,Startup,Professional,22,12,1881.67,2,2,2,Lost
CUST_001200,Mid-Market,Basic,16,49,2426.82,3,5,3,Loyal Customers
CUST_001201,Startup,Enterprise,13,7,6910.32,3,1,4,Need Attention
CUST_001202,Mid-Market,Basic,17,5,251.87,3,1,1,Promising
CUST_001203,Mid-Market,Professional,29,33,4822.12,1,3,3,At Risk
CUST_001207,Small Business,Business,3,53,21529.53,5,5,5,Champions
CUST_001208,Startup,Enterprise,5,43,43324.75,5,4,5,Champions
CUST_001209,Startup,Basic,3,26,1281.97,5,3,2,Promising
CUST_001211,Small Business,Enterprise,30,42,42250.96,1,4,5,At Risk
CUST_001212,Mid-Market,Basic,23,30,1491.01,2,3,2,Need Attention
CUST_001213,Enterprise,Professional,2,20,2981.67,5,2,3,New Customers
CUST_001214,Small Business,Professional,25,60,9128.15,2,5,4,At Risk
CUST_001216,Enterprise,Business,19,45,18120.4,3,4,5,Loyal Customers
CUST_001217,Enterprise,Enterprise,10,3,3099.88,4,1,3,New Customers
CUST_001218,Startup,Professional,16,58,8729.03,3,5,4,Loyal Customers
CUST_001219,Enterprise,Business,27,60,24232.81,1,5,5,At Risk
CUST_001220,Small Business,Professional,24,39,5855.03,2,4,4,At Risk
CUST_001221,Small Business,Professional,4,57,8529.01,5,5,4,Champions
CUST_001223,Mid-Market,Business,14,7,2975.5699999999997,3,1,3,Need Attention
CUST_001225,Startup,Basic,27,29,1464.62,1,3,2,Need Attention
CUST_001226,Small Business,Enterprise,4,42,43158.35,5,4,5,Champions
CUST_001227,Small Business,Business,27,12,4776.09,1,2,3,Hibernating High Value
CUST_001228,Startup,Enterprise,19,54,55767.55,3,5,5,Loyal Customers
CUST_001230,Small Business,Business,16,37,14813.67,3,4,5,Loyal Customers
CUST_001231,Small Business,Professional,15,14,2199.74,3,2,2,Promising
CUST_001232,Small Business,Enterprise,16,26,26539.98,3,3,5,Loyal Customers
CUST_001233,Small Business,Enterprise,2,13,13079.65,5,2,5,New Customers
CUST_001234,Small Business,Enterprise,10,55,54974.26,4,5,5,Champions
CUST_001235,Small Business,Enterprise,15,17,17109.19,3,2,5,Need Attention
CUST_001236,Enterprise,Basic,5,6,293.07,5,1,1,New Customers
CUST_001238,Mid-Market,Basic,27,13,671.61,1,2,1,Lost
CUST_001241,Small Business,Basic,16,1,44.54,3,1,1,Promising
CUST_001242,Small Business,Professional,7,37,5496.85,4,4,4,Champions
CUST_001245,Small Business,Basic,9,57,2895.25,4,5,3,Loyal Customers
CUST_001247,Small Business,Basic,19,42,2074.85,3,4,2,Promising
CUST_001248,Startup,Business,30,60,24256.81,1,5,5,At Risk
CUST_001249,Startup,Professional,3,58,8819.32,5,5,4,Champions
CUST_001250,Small Business,Basic,16,39,1963.56,3,4,2,Promising
CUST_001251,Small Business,Enterprise,16,50,50000.68,3,5,5,Loyal Customers
CUST_001252,Enterprise,Business,9,9,3640.2,4,1,3,New Customers
CUST_001253,Mid-Market,Professional,13,56,8743.88,3,5,4,Loyal Customers
CUST_001254,Enterprise,Basic,17,10,500.48,3,1,1,Promising
CUST_001255,Startup,Business,7,33,13050.2,4,3,5,Loyal Customers
CUST_001256,Mid-Market,Professional,16,52,7981.02,3,5,4,Loyal Customers
CUST_001257,Mid-Market,Business,8,5,2018.56,4,1,2,New Customers
CUST_001259,Startup,Basic,11,38,1922.33,4,4,2,Promising
CUST_001260,Startup,Enterprise,21,60,61425.16,2,5,5,At Risk
CUST_001262,Enterprise,Professional,1,6,906.54,5,1,1,New Customers
CUST_001263,Small Business,Enterprise,11,55,55631.840000000004,4,5,5,Champions
CUST_001264,Mid-Market,Professional,15,31,4661.7,3,3,3,Loyal Customers
CUST_001265,Enterprise,Business,18,60,24406.37,3,5,5,Loyal Customers
CUST_001266,Small Business,Business,25,21,8999.99,2,2,4,Hibernating High Value
CUST_001267,Startup,Basic,8,6,293.71,4,1,1,New Customers
CUST_001268,Mid-Market,Enterprise,24,7,7273.13,2,1,4,Hibernating High Value
CUST_001270,Small Business,Professional,27,16,2472.17,1,2,3,Hibernating High Value
CUST_001271,Mid-Market,Enterprise,7,7,6836.68,4,1,4,New Customers
CUST_001273,Mid-Market,Business,8,35,14258.44,4,4,5,Champions
CUST_001275,Small Business,Basic,3,31,1557.84,5,3,2,Promising
CUST_001276,Mid-Market,Basic,9,9,438.77,4,1,1,New Customers
CUST_001277,Startup,Basic,18,13,631.76,3,2,1,Promising
CUST_001278,Mid-Market,Business,14,7,2772.07,3,1,3,Need Attention
CUST_001280,Small Business,Basic,8,8,387.28999999999996,4,1,1,New Customers
CUST_001281,Mid-Market,Basic,18,50,2446.2,3,5,3,Loyal Customers
CUST_001283,Small Business,Business,3,50,20289.34,5,5,5,Champions
CUST_001285,Startup,Basic,9,12,586.68,4,2,1,New Customers
CUST_001286,Small Business,Professional,25,22,3303.13,2,2,3,Hibernating High Value
CUST_001288,Small Business,Professional,12,9,1362.49,4,1,2,New Customers
CUST_001289,Small Business,Enterprise,4,44,44326.26,5,4,5,Champions
CUST_001292,Startup,Enterprise,25,30,31183.98,2,3,5,At Risk
CUST_001293,Small Business,Professional,17,8,1177.42,3,1,1,Promising
CUST_001294,Startup,Basic,27,15,730.15,1,2,1,Lost
CUST_001295,Small Business,Basic,24,1,49.5,2,1,1,Lost
CUST_001296,Mid-Market,Enterprise,9,32,32090.99,4,3,5,Loyal Customers
CUST_001298,Small Business,Professional,5,52,7892.04,5,5,4,Champions
CUST_001300,Startup,Professional,24,17,2686.46,2,2,3,Hibernating High Value
CUST_001301,Mid-Market,Basic,6,37,1838.25,5,4,2,Promising
CUST_001302,Startup,Business,28,21,8517.98,1,2,4,Hibernating High Value
CUST_001303,Startup,Business,26,60,24217.36,1,5,5,At Risk
CUST_001304,Mid-Market,Professional,3,33,4927.76,5,3,3,Loyal Customers
CUST_001305,Startup,Basic,28,14,713.9399999999999,1,2,1,Lost
CUST_001307,Small Business,Business,27,13,5326.2300000000005,1,2,4,Hibernating High Value
CUST_001308,Startup,Business,4,42,17140.25,5,4,5,Champions
CUST_001309,Startup,Business,20,56,22440.81,2,5,5,At Risk
CUST_001310,Small Business,Business,8,41,16582.86,4,4,5,Champions
CUST_001311,Mid-Market,Business,24,2,818.35,2,1,1,Lost
CUST_001312,Startup,Business,30,25,10383.63,1,3,4,At Risk
CUST_001313,Small Business,Basic,3,58,2915.15,5,5,3,Loyal Customers
CUST_001314,Small Business,Professional,26,47,7101.52,1,4,4,At Risk
CUST_001316,Startup,Basic,20,17,832.15,2,2,1,Lost
CUST_001317,Enterprise,Business,24,40,16076.58,2,4,5,At Risk
CUST_001320,Mid-Market,Enterprise,21,4,4080.8199999999997,2,1,3,Hibernating High Value
CUST_001321,Small Business,Professional,13,6,1032.69,3,1,1,Promising
CUST_001322,Enterprise,Professional,6,47,7162.08,5,4,4,Champions
CUST_001323,Small Business,Professional,19,26,4078.57,3,3,3,Loyal Customers
CUST_001324,Startup,Basic,3,42,2081.34,5,4,2,Promising
CUST_001325,Startup,Professional,9,56,8429.65,4,5,4,Champions
CUST_001326,Mid-Market,Professional,12,28,4124.7300000000005,4,3,3,Loyal Customers
CUST_001327,Mid-Market,Enterprise,5,39,39380.47,5,4,5,Champions
CUST_001328,Startup,Professional,7,56,8536.210000000001,4,5,4,Champions
CUST_001329,Startup,Basic,29,19,953.07,1,2,1,Lost
CUST_001330,Small Business,Basic,28,27,1350.23,1,3,2,Need Attention
CUST_001331,Small Business,Enterprise,14,44,44572.62,3,4,5,Loyal Customers
CUST_001333,Startup,Enterprise,4,7,6990.38,5,1,4,New Customers
CUST_001334,Small Business,Professional,18,57,8647.35,3,5,4,Loyal Customers
CUST_001335,Mid-Market,Professional,3,26,3907.15,5,3,3,Loyal Customers
CUST_001336,Mid-Market,Business,15,54,21653.2,3,5,5,Loyal Customers
CUST_001337,Startup,Basic,4,6,298.85,5,1,1,New Customers
CUST_001338,Enterprise,Business,30,41,16331.36,1,4,5,At Risk
CUST_001339,Mid-Market,Professional,6,48,7145.45,5,5,4,Champions
CUST_001340,Small Business,Business,14,21,8477.37,3,2,4,Need Attention
CUST_001341,Mid-Market,Business,24,42,17052.81,2,4,5,At Risk
CUST_001342,Enterprise,Basic,20,12,587.05,2,2,1,Lost
CUST_001344,Startup,Basic,27,26,1312.79,1,3,2,Need Attention
CUST_001345,Startup,Basic,27,6,291.43,1,1,1,Lost
CUST_001346,Startup,Business,12,5,1915.65,4,1,2,New Customers
CUST_001347,Small Business,Basic,26,17,834.81,1,2,1,Lost
CUST_001348,Startup,Professional,9,45,6731.87,4,4,4,Champions
CUST_001349,Small Business,Basic,23,19,966.55,2,2,1,Lost
CUST_001350,Small Business,Basic,20,30,1490.91,2,3,2,Need Attention
CUST_001352,Mid-Market,Basic,26,55,2783.04,1,5,3,At Risk
CUST_001353,Small Business,Business,28,42,16847.14,1,4,5,At Risk
CUST_001354,Small Business,Professional,27,12,1794.4,1,2,2,Lost
CUST_001356,Enterprise,Basic,14,27,1310.94,3,3,2,Promising
CUST_001357,Startup,Business,8,28,11729.1,4,3,4,Loyal Customers
CUST_001358,Startup,Business,26,13,5015.45,1,2,3,Hibernating High Value
CUST_001359,Small Business,Basic,23,29,1403.47,2,3,2,Need Attention
CUST_001360,Enterprise,Business,16,51,20596.44,3,5,5,Loyal Customers
CUST_001361,Enterprise,Business,30,18,7287.58,1,2,4,Hibernating High Value
CUST_001362,Startup,Professional,17,54,7963.08,3,5,4,Loyal Customers
CUST_001363,Small Business,Business,11,41,16820.85,4,4,5,Champions
CUST_001364,Mid-Market,Professional,6,10,1552.56,5,1,2,New Customers
CUST_001365,Small Business,Basic,3,44,2188.12,5,4,2,Promising
CUST_001366,Mid-Market,Professional,15,6,916.35,3,1,1,Promising
CUST_001368,Startup,Professional,16,23,3359.78,3,3,3,Loyal Customers
CUST_001369,Small Business,Professional,15,34,5333.64,3,3,4,Loyal Customers
CUST_001370,Small Business,Professional,3,22,3405.27,5,2,3,New Customers
CUST_001371,Small Business,Business,6,34,13779.82,5,3,5,Loyal Customers
CUST_001372,Small Business,Business,16,53,21634.84,3,5,5,Loyal Customers
CUST_001373,Small Business,Basic,28,53,2667.84,1,5,3,At Risk
CUST_001374,Mid-Market,Business,26,29,11757.5,1,3,4,At Risk
CUST_001375,Small Business,Professional,16,4,656.4,3,1,1,Promising
CUST_001376,Mid-Market,Professional,16,60,9072.48,3,5,4,Loyal Customers
CUST_001378,Small Business,Business,2,6,2607.5,5,1,3,New Customers
CUST_001379,Startup,Business,23,18,7188.32,2,2,4,Hibernating High Value
CUST_001380,Enterprise,Professional,5,22,3514.34,5,2,3,New Customers
CUST_001381,Startup,Professional,15,59,8947.89,3,5,4,Loyal Customers
CUST_001382,Small Business,Professional,12,50,7646.41,4,5,4,Champions
CUST_001383,Startup,Basic,8,33,1610.97,4,3,2,Promising
CUST_001384,Mid-Market,Enterprise,27,4,4079.28,1,1,3,Hibernating High Value
CUST_001387,Mid-Market,Business,27,57,22924.81,1,5,5,At Risk
CUST_001388,Mid-Market,Basic,13,40,1963.22,3,4,2,Promising
CUST_001389,Small Business,Business,7,36,14234.91,4,4,5,Champions
CUST_001390,Small Business,Business,23,17,6815.58,2,2,4,Hibernating High Value
CUST_001392,Mid-Market,Basic,2,18,893.34,5,2,1,New Customers
CUST_001394,Startup,Basic,21,5,248.94,2,1,1,Lost
CUST_001395,Small Business,Professional,20,60,9081.08,2,5,4,At Risk
CUST_001396,Startup,Business,30,18,7295.54,1,2,4,Hibernating High Value
CUST_001397,Startup,Basic,10,32,1611.24,4,3,2,Promising
CUST_001399,Enterprise,Professional,28,22,3303.12,1,2,3,Hibernating High Value
CUST_001400,Enterprise,Business,19,37,15009.46,3,4,5,Loyal Customers
CUST_001401,Mid-Market,Professional,8,60,9026.3,4,5,4,Champions
CUST_001402,Startup,Basic,6,34,1728.74,5,3,2,Promising
CUST_001405,Small Business,Professional,3,49,7330.57,5,5,4,Champions
CUST_001406,Small Business,Professional,3,48,7312.46,5,5,4,Champions
CUST_001407,Small Business,Basic,26,53,2661.99,1,5,3,At Risk
CUST_001408,Mid-Market,Professional,11,56,8508.8,4,5,4,Champions
CUST_001409,Startup,Business,4,7,2737.82,5,1,3,New Customers
CUST_001410,Small Business,Business,16,29,11703.98,3,3,4,Loyal Customers
CUST_001411,Mid-Market,Basic,13,20,1002.67,3,2,1,Promising
CUST_001412,Startup,Professional,20,28,4297.66,2,3,3,At Risk
CUST_001413,Enterprise,Basic,12,28,1388.64,4,3,2,Promising
CUST_001414,Startup,Enterprise,27,6,5914.9,1,1,4,Hibernating High Value
CUST_001415,Startup,Professional,4,7,1078.21,5,1,1,New Customers
CUST_001416,Small Business,Business,24,33,13609.56,2,3,5,At Risk
CUST_001417,Startup,Business,18,38,14997.32,3,4,5,Loyal Customers
CUST_001418,Mid-Market,Business,8,12,4933.41,4,2,3,New Customers
CUST_001419,Startup,Enterprise,3,28,28573.08,5,3,5,Loyal Customers
CUST_001420,Small Business,Basic,10,49,2432.67,4,5,3,Loyal Customers
CUST_001421,Small Business,Enterprise,27,27,27736.59,1,3,5,At Risk
CUST_001424,Startup,Business,25,31,12364.21,2,3,5,At Risk
CUST_001425,Mid-Market,Business,25,56,22751.43,2,5,5,At Risk
CUST_001426,Startup,Business,28,23,9805.86,1,3,4,At Risk
CUST_001427,Small Business,Basic,26,27,1309.5,1,3,2,Need Attention
CUST_001428,Startup,Professional,5,41,6056.27,5,4,4,Champions
CUST_001429,Small Business,Basic,4,1,45.43,5,1,1,New Customers
CUST_001431,Small Business,Enterprise,21,27,28395.46,2,3,5,At Risk
CUST_001432,Small Business,Business,11,59,23563.62,4,5,5,Champions
CUST_001433,Startup,Professional,13,26,3980.84,3,3,3,Loyal Customers
CUST_001434,Mid-Market,Business,6,12,4718.78,5,2,3,New Customers
CUST_001435,Small Business,Basic,19,17,877.26,3,2,1,Promising
CUST_001436,Mid-Market,Professional,18,17,2672.92,3,2,3,Need Attention
CUST_001437,Startup,Business,16,3,1189.37,3,1,2,Promising
CUST_001438,Small Business,Basic,14,35,1707.79,3,4,2,Promising
CUST_001439,Enterprise,Basic,30,13,657.03,1,2,1,Lost
CUST_001440,Mid-Market,Business,4,2,776.45,5,1,1,New Customers
CUST_001441,Enterprise,Professional,7,34,5223.1,4,3,3,Loyal Customers
CUST_001442,Small Business,Business,7,7,2815.12,4,1,3,New Customers
CUST_001443,Mid-Market,Basic,2,14,674.21,5,2,1,New Customers
CUST_001445,Startup,Professional,28,6,1021.39,1,1,1,Lost
CUST_001447,Small Business,Professional,11,21,3218.37,4,2,3,New Customers
CUST_001449,Enterprise,Professional,27,33,4914.11,1,3,3,At Risk
CUST_001450,Small Business,Business,10,27,11035.97,4,3,4,Loyal Customers
CUST_001451,Small Business,Basic,11,42,2077.77,4,4,2,Promising
CUST_001452,Small Business,Professional,26,48,7187.27,1,5,4,At Risk
CUST_001453,Small Business,Basic,7,30,1501.24,4,3,2,Promising
CUST_001455,Small Business,Basic,6,13,635.53,5,2,1,New Customers
CUST_001456,Small Business,Basic,5,29,1456.88,5,3,2,Promising
CUST_001457,Mid-Market,Enterprise,6,17,17499.38,5,2,5,New Customers
CUST_001458,Mid-Market,Basic,25,22,1075.85,2,2,1,Lost
CUST_001459,Mid-Market,Basic,11,54,2630.88,4,5,3,Loyal Customers
CUST_001461,Small Business,Professional,23,50,7600.77,2,5,4,At Risk
CUST_001462,Mid-Market,Professional,5,57,8691.63,5,5,4,Champions
CUST_001463,Startup,Professional,15,5,766.41,3,1,1,Promising
CUST_001464,Mid-Market,Professional,6,30,4603.13,5,3,3,Loyal Customers
CUST_001466,Small Business,Basic,3,53,2661.54,5,5,3,Loyal Customers
CUST_001467,Enterprise,Business,11,43,17291.06,4,4,5,Champions
CUST_001468,Small Business,Basic,18,7,352.58,3,1,1,Promising
CUST_001469,Small Business,Basic,16,58,2909.49,3,5,3,Loyal Customers
CUST_001472,Small Business,Professional,12,45,6821.78,4,4,4,Champions
CUST_001473,Enterprise,Business,10,47,19235.1,4,4,5,Champions
CUST_001474,Mid-Market,Enterprise,19,49,50439.39,3,5,5,Loyal Customers
CUST_001475,Mid-Market,Business,30,9,3782.12,1,1,3,Hibernating High Value
CUST_001476,Mid-Market,Basic,30,39,1986.34,1,4,2,Need Attention
CUST_001477,Small Business,Enterprise,4,30,30091.85,5,3,5,Loyal Customers
CUST_001478,Small Business,Professional,19,29,4499.95,3,3,3,Loyal Customers
CUST_001479,Small Business,Basic,6,32,1601.54,5,3,2,Promising
CUST_001480,Mid-Market,Professional,30,35,5311.14,1,4,3,At Risk
CUST_001481,Mid-Market,Business,14,21,8655.28,3,2,4,Need Attention
CUST_001482,Startup,Basic,11,21,1060.98,4,2,1,New Customers
CUST_001483,Small Business,Professional,6,39,5805.86,5,4,4,Champions
CUST_001484,Startup,Business,6,60,24266.1,5,5,5,Champions
CUST_001485,Small Business,Basic,13,21,1071.35,3,2,1,Promising
CUST_001486,Small Business,Business,21,37,15409.33,2,4,5,At Risk
CUST_001487,Small Business,Professional,27,10,1580.97,1,1,2,Lost
CUST_001488,Mid-Market,Professional,2,22,3272.79,5,2,3,New Customers
CUST_001490,Small Business,Professional,20,51,7862.26,2,5,4,At Risk
CUST_001492,Mid-Market,Business,3,28,11479.86,5,3,4,Loyal Customers
CUST_001493,Startup,Enterprise,8,39,40095.82,4,4,5,Champions
CUST_001494,Startup,Enterprise,4,39,39612.159999999996,5,4,5,Champions
CUST_001495,Small Business,Basic,27,55,2727.2400000000002,1,5,3,At Risk
CUST_001496,Mid-Market,Basic,30,11,560.02,1,1,1,Lost
CUST_001497,Mid-Market,Professional,23,25,3731.76,2,3,3,At Risk
CUST_001500,Startup,Business,19,24,9673.63,3,3,4,Loyal Customers
CUST_001501,Mid-Market,Professional,15,15,2232.84,3,2,2,Promising
CUST_001503,Small Business,Business,4,56,22613.84,5,5,5,Champions
CUST_001504,Startup,Basic,20,6,302.03,2,1,1,Lost
CUST_001505,Small Business,Basic,24,49,2438.94,2,5,3,At Risk
CUST_001506,Small Business,Business,11,45,18085.35,4,4,5,Champions
CUST_001507,Startup,Professional,9,25,3759.59,4,3,3,Loyal Customers
CUST_001508,Enterprise,Basic,11,4,196.32,4,1,1,New Customers
CUST_001509,Startup,Professional,16,15,2305.75,3,2,2,Promising
CUST_001510,Mid-Market,Basic,17,42,2102.66,3,4,2,Promising
CUST_001511,Startup,Professional,9,50,7481.78,4,5,4,Champions
CUST_001512,Small Business,Basic,4,2,98.53,5,1,1,New Customers
CUST_001513,Mid-Market,Business,6,3,1143.67,5,1,1,New Customers
CUST_001515,Enterprise,Professional,15,28,4278.93,3,3,3,Loyal Customers
CUST_001516,Mid-Market,Basic,29,53,2680.67,1,5,3,At Risk
CUST_001517,Small Business,Basic,21,46,2238.14,2,4,2,Need Attention
CUST_001518,Small Business,Business,22,29,11679.33,2,3,4,At Risk
CUST_001519,Small Business,Business,8,37,14671.64,4,4,5,Champions
CUST_001520,Enterprise,Basic,28,16,778.33,1,2,1,Lost
CUST_001521,Mid-Market,Professional,30,59,8897.76,1,5,4,At Risk
CUST_001522,Mid-Market,Business,3,39,15819.66,5,4,5,Champions
CUST_001523,Mid-Market,Professional,20,51,7843.16,2,5,4,At Risk
CUST_001524,Small Business,Basic,10,17,841.35,4,2,1,New Customers
CUST_001525,Startup,Professional,27,46,7092.7,1,4,4,At Risk
CUST_001526,Startup,Professional,22,11,1747.54,2,1,2,Lost
CUST_001527,Startup,Basic,19,51,2543.63,3,5,3,Loyal Customers
CUST_001528,Mid-Market,Basic,18,22,1101.83,3,2,1,Promising
CUST_001529,Small Business,Professional,13,13,1940.2,3,2,2,Promising
CUST_001530,Mid-Market,Enterprise,23,26,26971.86,2,3,5,At Risk
CUST_001531,Mid-Market,Professional,13,60,9058.96,3,5,4,Loyal Customers
CUST_001533,Enterprise,Professional,19,41,5986.75,3,4,4,Loyal Customers
CUST_001535,Startup,Basic,18,21,1070.28,3,2,1,Promising
CUST_001536,Small Business,Professional,25,27,4076.21,2,3,3,At Risk
CUST_001538,Enterprise,Business,15,44,17827.81,3,4,5,Loyal Customers
CUST_001539,Mid-Market,Basic,17,28,1410.78,3,3,2,Promising
CUST_001541,Mid-Market,Basic,8,57,2861.15,4,5,3,Loyal Customers
CUST_001542,Small Business,Basic,2,20,985.75,5,2,1,New Customers
CUST_001543,Enterprise,Enterprise,3,5,5910.96,5,1,4,New Customers
CUST_001544,Small Business,Enterprise,27,29,29691.95,1,3,5,At Risk
CUST_001546,Startup,Basic,6,6,288.65,5,1,1,New Customers
CUST_001547,Startup,Basic,20,18,885.04,2,2,1,Lost
CUST_001548,Startup,Professional,18,30,4621.62,3,3,3,Loyal Customers
CUST_001549,Mid-Market,Business,7,59,23564.85,4,5,5,Champions
CUST_001550,Startup,Basic,7,6,288.33,4,1,1,New Customers
CUST_001551,Small Business,Professional,21,34,5052.28,2,3,3,At Risk
CUST_001552,Small Business,Basic,15,35,1732.75,3,4,2,Promising
CUST_001553,Small Business,Basic,10,12,599.76,4,2,1,New Customers
CUST_001554,Enterprise,Business,21,55,21542.420000000002,2,5,5,At Risk
CUST_001555,Mid-Market,Business,27,14,5562.69,1,2,4,Hibernating High Value
CUST_001557,Mid-Market,Basic,7,59,2910.4,4,5,3,Loyal Customers
CUST_001558,Small Business,Basic,23,11,549.63,2,1,1,Lost
CUST_001559,Small Business,Professional,3,1,161.39,5,1,1,New Customers
CUST_001560,Startup,Basic,15,21,1035.22,3,2,1,Promising
CUST_001561,Startup,Professional,16,14,2064.51,3,2,2,Promising
CUST_001562,Startup,Professional,27,15,2254.16,1,2,2,Lost
CUST_001563,Mid-Market,Basic,3,27,1399.53,5,3,2,Promising
CUST_001564,Mid-Market,Business,19,33,13213.93,3,3,5,Loyal Customers
CUST_001565,Small Business,Basic,23,50,2518.03,2,5,3,At Risk
CUST_001566,Enterprise,Business,3,36,14961.58,5,4,5,Champions
CUST_001567,Enterprise,Professional,13,46,7083.32,3,4,4,Loyal Customers
CUST_001568,Small Business,Business,6,2,819.75,5,1,1,New Customers
CUST_001569,Small Business,Basic,8,50,2431.02,4,5,3,Loyal Customers
CUST_001570,Startup,Business,18,25,10519.82,3,3,4,Loyal Customers
CUST_001571,Mid-Market,Basic,3,36,1833.52,5,4,2,Promising
CUST_001572,Mid-Market,Enterprise,15,19,18914.48,3,2,5,Need Attention
CUST_001573,Mid-Market,Business,25,19,7946.0599999999995,2,2,4,Hibernating High Value
CUST_001574,Startup,Basic,30,41,2018.33,1,4,2,Need Attention
CUST_001575,Startup,Basic,21,25,1238.74,2,3,2,Need Attention
CUST_001576,Startup,Business,11,7,2944.52,4,1,3,New Customers
CUST_001577,Startup,Enterprise,16,7,7303.8,3,1,4,Need Attention
CUST_001578,Small Business,Business,28,27,11102.27,1,3,4,At Risk
CUST_001579,Small Business,Business,20,18,7164.45,2,2,4,Hibernating High Value
CUST_001580,Mid-Market,Business,19,13,5369.21,3,2,4,Need Attention
CUST_001581,Small Business,Professional,26,57,8477.65,1,5,4,At Risk
CUST_001582,Small Business,Basic,15,24,1234.28,3,3,2,Promising
CUST_001583,Small Business,Basic,25,24,1235.88,2,3,2,Need Attention
CUST_001584,Startup,Professional,27,17,2539.21,1,2,3,Hibernating High Value
CUST_001585,Startup,Professional,14,23,3443.96,3,3,3,Loyal Customers
CUST_001586,Startup,Professional,7,34,5107.37,4,3,3,Loyal Customers
CUST_001587,Startup,Basic,26,44,2208.84,1,4,2,Need Attention
CUST_001588,Small Business,Professional,4,46,6928.46,5,4,4,Champions
CUST_001589,Mid-Market,Basic,28,10,502.58,1,1,1,Lost
CUST_001590,Enterprise,Professional,18,55,8279.85,3,5,4,Loyal Customers
CUST_001591,Small Business,Professional,3,55,8283.43,5,5,4,Champions
CUST_001592,Small Business,Basic,18,45,2210.98,3,4,2,Promising
CUST_001593,Enterprise,Business,3,31,12518.42,5,3,5,Loyal Customers
CUST_001594,Startup,Professional,27,36,5507.93,1,4,4,At Risk
CUST_001595,Enterprise,Business,29,33,13099.130000000001,1,3,5,At Risk
CUST_001596,Mid-Market,Basic,30,29,1459.91,1,3,2,Need Attention
CUST_001597,Small Business,Basic,24,60,3040.05,2,5,3,At Risk
CUST_001598,Mid-Market,Basic,6,50,2495.66,5,5,3,Loyal Customers
CUST_001599,Enterprise,Basic,18,35,1796.97,3,4,2,Promising
CUST_001600,Mid-Market,Basic,8,5,231.37,4,1,1,New Customers
CUST_001602,Small Business,Business,18,24,9808.05,3,3,4,Loyal Customers
CUST_001603,Small Business,Enterprise,5,56,56475.81,5,5,5,Champions
CUST_001604,Small Business,Enterprise,26,6,6227.55,1,1,4,Hibernating High Value
CUST_001605,Enterprise,Enterprise,26,14,14302.92,1,2,5,Hibernating High Value
CUST_001606,Startup,Professional,28,30,4469.0,1,3,3,At Risk
CUST_001607,Enterprise,Professional,11,9,1361.06,4,1,2,New Customers
CUST_001608,Startup,Basic,30,17,877.32,1,2,1,Lost
CUST_001609,Small Business,Basic,3,38,1852.27,5,4,2,Promising
CUST_001612,Small Business,Business,6,34,13866.289999999999,5,3,5,Loyal Customers
CUST_001613,Mid-Market,Business,22,37,15171.25,2,4,5,At Risk
CUST_001614,Enterprise,Basic,5,10,520.49,5,1,1,New Customers
CUST_001615,Small Business,Professional,16,36,5453.49,3,4,4,Loyal Customers
CUST_001617,Small Business,Enterprise,21,14,14588.49,2,2,5,Hibernating High Value
CUST_001618,Mid-Market,Enterprise,24,37,37663.33,2,4,5,At Risk
CUST_001619,Mid-Market,Professional,16,45,6960.59,3,4,4,Loyal Customers
CUST_001620,Startup,Basic,15,23,1144.76,3,3,1,Promising
CUST_001621,Small Business,Basic,3,48,2397.44,5,5,2,Promising
CUST_001622,Small Business,Professional,27,9,1390.9099999999999,1,1,2,Lost
