customer_id,segment,industry,plan,mrr,clv,usage_score,nps_score,support_tickets,churn_probability,risk_category
CUST_003143,Startup,Technology,Basic,49,1097.29,54,4,0,0.9882233997496719,Very High Risk
CUST_000131,Small Business,Real Estate,Business,399,8007.18,33,22,2,0.9881524841661654,Very High Risk
CUST_001258,Startup,Finance,Business,399,7889.27,65,28,1,0.9881310429515819,Very High Risk
CUST_001261,Enterprise,Education,Professional,149,2810.44,55,-26,1,0.9881121129646244,Very High Risk
CUST_001404,Mid-Market,Technology,Business,399,3254.98,27,10,4,0.9879808967229471,Very High Risk
CUST_001229,Startup,Finance,Basic,49,1034.69,67,24,1,0.9879699765999308,Very High Risk
CUST_003643,Small Business,Technology,Basic,49,977.26,81,87,3,0.9879094431004772,Very High Risk
CUST_003784,Startup,Manufacturing,Professional,149,1082.73,47,-26,4,0.9878729624372562,Very High Risk
CUST_003424,Small Business,Finance,Basic,49,643.17,54,30,2,0.9878617652995648,Very High Risk
CUST_002288,Mid-Market,Finance,Professional,149,2597.79,63,100,3,0.9878014924585564,Very High Risk
CUST_000416,Mid-Market,Technology,Basic,49,636.09,65,-27,2,0.987727886815985,Very High Risk
CUST_004155,Small Business,Finance,Basic,49,539.9,26,99,6,0.987690213812301,Very High Risk
CUST_003965,Small Business,Healthcare,Basic,49,589.3,38,-6,1,0.9876351041556416,Very High Risk
CUST_002144,Small Business,Education,Business,399,6689.58,64,17,5,0.9876267604638959,Very High Risk
CUST_003720,Mid-Market,Healthcare,Professional,149,904.5899999999999,69,31,4,0.9875873585226311,Very High Risk
CUST_002298,Small Business,Healthcare,Basic,49,596.0699999999999,29,100,0,0.9874691129474026,Very High Risk
CUST_003880,Mid-Market,Real Estate,Professional,149,3392.42,60,25,3,0.9873048676658636,Very High Risk
CUST_003603,Startup,Retail,Basic,49,283.75,38,100,2,0.9870589829803039,Very High Risk
CUST_002817,Startup,Retail,Basic,49,572.44,83,23,2,0.9869621471390048,Very High Risk
CUST_004335,Enterprise,Manufacturing,Basic,49,192.15,20,28,4,0.9869513050956322,Very High Risk
CUST_003573,Startup,Retail,Professional,149,3293.34,63,-41,0,0.9869002584879619,Very High Risk
CUST_001206,Mid-Market,Manufacturing,Basic,49,979.31,40,8,4,0.9868279186319941,Very High Risk
CUST_003382,Mid-Market,Retail,Basic,49,899.89,20,55,2,0.9867679277832606,Very High Risk
CUST_001224,Small Business,Manufacturing,Professional,149,1178.38,81,-49,2,0.986625971134545,Very High Risk
CUST_002442,Small Business,Technology,Basic,49,191.75,33,54,1,0.9865329367222335,Very High Risk
CUST_001702,Mid-Market,Technology,Professional,149,2778.96,64,-13,2,0.9865177090709497,Very High Risk
CUST_000626,Small Business,Technology,Basic,49,973.57,59,26,0,0.9864627832984703,Very High Risk
CUST_001691,Startup,Other,Business,399,1941.07,57,35,1,0.9863816243789895,Very High Risk
CUST_002215,Mid-Market,Technology,Basic,49,1000.84,72,100,3,0.9863585126578919,Very High Risk
CUST_000765,Small Business,Healthcare,Business,399,6127.89,59,67,3,0.9863089649149233,Very High Risk
CUST_003085,Small Business,Other,Business,399,6054.4800000000005,39,47,0,0.9862542381284628,Very High Risk
CUST_001772,Mid-Market,Technology,Basic,49,996.45,38,62,1,0.9862110777658641,Very High Risk
CUST_002924,Mid-Market,Technology,Basic,49,1027.6100000000001,33,100,1,0.9862110777658641,Very High Risk
CUST_002658,Mid-Market,Education,Enterprise,999,15321.73,63,57,2,0.9860104236678018,Very High Risk
CUST_000176,Mid-Market,Technology,Professional,149,895.14,33,70,5,0.9858879272154804,Very High Risk
CUST_001272,Small Business,Retail,Professional,149,2659.05,38,80,0,0.9857952274455185,Very High Risk
CUST_002728,Small Business,Technology,Professional,149,2379.64,57,-12,0,0.9857746942196216,Very High Risk
CUST_002522,Small Business,Real Estate,Basic,49,463.62,55,30,3,0.9856946248807514,Very High Risk
CUST_004636,Mid-Market,Finance,Business,399,4710.64,30,9,0,0.9855216425577125,Very High Risk
CUST_001244,Small Business,Manufacturing,Basic,49,434.23,25,-10,2,0.9854040648781264,Very High Risk
CUST_003831,Small Business,Technology,Basic,49,674.74,63,52,4,0.985350692390672,Very High Risk
CUST_001163,Small Business,Retail,Enterprise,999,5863.42,42,37,1,0.9852713615219487,Very High Risk
CUST_002125,Small Business,Education,Professional,149,2939.38,54,-7,2,0.985269379668389,Very High Risk
CUST_002843,Startup,Finance,Basic,49,256.08,62,100,1,0.9852179985078786,Very High Risk
CUST_001979,Small Business,Technology,Professional,149,1198.67,26,-8,4,0.9851713499099292,Very High Risk
CUST_003691,Small Business,Healthcare,Professional,149,3247.8,67,58,4,0.9851121084254068,Very High Risk
CUST_004998,Small Business,Technology,Basic,49,1192.8600000000001,71,-14,1,0.9849653092589926,Very High Risk
CUST_000950,Small Business,Technology,Basic,49,939.84,58,16,1,0.9847776203661587,Very High Risk
CUST_001681,Small Business,Retail,Basic,49,382.15999999999997,68,34,0,0.9845830240546412,Very High Risk
CUST_001780,Mid-Market,Manufacturing,Professional,149,874.29,26,78,3,0.9845414020989616,Very High Risk
CUST_000090,Enterprise,Finance,Basic,49,356.13,37,60,0,0.9844577808544713,Very High Risk
CUST_003354,Small Business,Technology,Basic,49,533.6,32,51,3,0.9843811555277986,Very High Risk
CUST_004386,Small Business,Other,Business,399,5310.8099999999995,66,45,3,0.9843724753532541,Very High Risk
CUST_001917,Small Business,Healthcare,Business,399,8181.77,29,70,0,0.9843285008312144,Very High Risk
CUST_002123,Small Business,Retail,Business,399,8698.59,54,100,0,0.9842530410712004,Very High Risk
CUST_000003,Small Business,Retail,Professional,149,3470.2,52,7,1,0.9842497133958439,Very High Risk
CUST_000389,Small Business,Technology,Business,399,1631.16,35,44,3,0.9842028462947003,Very High Risk
CUST_000208,Mid-Market,Healthcare,Basic,49,905.9300000000001,45,-28,2,0.9841787464671776,Very High Risk
CUST_002498,Startup,Real Estate,Professional,149,1691.15,55,76,0,0.9841688470340134,Very High Risk
CUST_004555,Mid-Market,Manufacturing,Basic,49,774.96,34,-21,2,0.9840978668784807,Very High Risk
CUST_001996,Mid-Market,Healthcare,Enterprise,999,21057.65,87,16,0,0.9840174401202956,Very High Risk
CUST_000099,Mid-Market,Finance,Basic,49,1081.32,62,45,2,0.9837635878375655,Very High Risk
CUST_004071,Enterprise,Education,Basic,49,935.39,45,49,1,0.9835589619810097,Very High Risk
CUST_004732,Small Business,Education,Business,399,4056.92,68,42,2,0.983465229927521,Very High Risk
CUST_004314,Small Business,Retail,Professional,149,2918.99,39,0,2,0.9834176550637921,Very High Risk
CUST_002623,Small Business,Healthcare,Professional,149,3598.2200000000003,63,21,3,0.9833831740225797,Very High Risk
CUST_003821,Enterprise,Technology,Professional,149,2393.15,79,5,1,0.9833692529596358,Very High Risk
CUST_002031,Startup,Education,Basic,49,394.65999999999997,75,-94,1,0.9832886118010278,Very High Risk
CUST_002560,Enterprise,Technology,Basic,49,1125.44,69,4,3,0.9832252463497739,Very High Risk
CUST_000129,Small Business,Technology,Basic,49,1144.54,23,4,3,0.9830488773645736,Very High Risk
CUST_004980,Startup,Finance,Basic,49,242.05,69,24,6,0.9829576629054658,Very High Risk
CUST_004156,Mid-Market,Technology,Basic,49,535.88,44,-90,2,0.982949248114974,Very High Risk
CUST_003149,Small Business,Real Estate,Professional,149,1036.11,29,0,1,0.9829060670128442,Very High Risk
CUST_004095,Small Business,Technology,Professional,149,579.9,66,39,2,0.9828985314894557,Very High Risk
CUST_003270,Mid-Market,Healthcare,Basic,49,425.28999999999996,30,-8,1,0.9827981565317873,Very High Risk
CUST_003951,Small Business,Finance,Professional,149,1059.19,48,75,5,0.9827814802479174,Very High Risk
CUST_002018,Small Business,Manufacturing,Business,399,6088.56,45,-57,4,0.9825747825221527,Very High Risk
CUST_000813,Small Business,Healthcare,Business,399,4013.29,49,8,1,0.9825192554098935,Very High Risk
CUST_004298,Mid-Market,Other,Enterprise,999,4906.06,42,-1,0,0.9825141283118656,Very High Risk
CUST_001859,Mid-Market,Retail,Basic,49,207.95,75,40,0,0.9824495288503678,Very High Risk
CUST_002526,Small Business,Finance,Basic,49,427.26,74,2,2,0.9824231457664435,Very High Risk
CUST_002580,Startup,Other,Basic,49,1182.7,67,-6,2,0.9819173820012067,Very High Risk
CUST_004652,Startup,Retail,Enterprise,999,20145.32,60,5,4,0.981912456870917,Very High Risk
CUST_003350,Startup,Finance,Professional,149,2580.36,24,-13,1,0.9818276184281726,Very High Risk
CUST_002491,Startup,Manufacturing,Professional,149,3416.82,47,71,4,0.9815213288821991,Very High Risk
CUST_003391,Startup,Technology,Basic,49,306.32,77,-57,2,0.9814972732183507,Very High Risk
CUST_000152,Startup,Technology,Basic,49,1126.8799999999999,30,17,0,0.9814521764778822,Very High Risk
CUST_004305,Small Business,Education,Business,399,1560.46,84,8,0,0.9813033196949758,Very High Risk
CUST_001237,Small Business,Healthcare,Business,399,8001.02,82,10,1,0.981244629046766,Very High Risk
CUST_003054,Startup,Retail,Basic,49,980.15,52,0,0,0.9812005063147499,Very High Risk
CUST_003470,Small Business,Retail,Business,399,9681.25,53,-32,4,0.9810494693260956,Very High Risk
CUST_000918,Small Business,Education,Professional,149,1372.19,13,60,2,0.9810284324059032,Very High Risk
CUST_002584,Mid-Market,Finance,Basic,49,286.52,44,-13,0,0.9809543122145651,Very High Risk
CUST_000182,Startup,Retail,Enterprise,999,6053.62,49,40,3,0.9807774669376446,Very High Risk
CUST_003006,Mid-Market,Retail,Basic,49,645.11,64,56,4,0.9807534541699761,Very High Risk
CUST_002119,Small Business,Real Estate,Basic,49,945.1,37,35,4,0.9806656405247732,Very High Risk
CUST_001914,Mid-Market,Retail,Basic,49,236.02,53,22,4,0.980550468070055,Very High Risk
CUST_000771,Mid-Market,Education,Professional,149,3169.86,53,38,3,0.9804824370226289,Very High Risk
CUST_001927,Mid-Market,Finance,Professional,149,2277.11,36,41,2,0.9804822080941193,Very High Risk
CUST_002855,Small Business,Finance,Business,399,2364.23,33,-11,0,0.9803606994592973,Very High Risk
CUST_000672,Enterprise,Technology,Business,399,3898.61,61,44,1,0.9800992044170782,Very High Risk
CUST_001499,Mid-Market,Retail,Enterprise,999,17073.74,34,96,3,0.9800349303011706,Very High Risk
CUST_001393,Mid-Market,Manufacturing,Professional,149,3591.91,15,59,4,0.9800333225931014,Very High Risk
CUST_003172,Small Business,Real Estate,Basic,49,813.92,52,41,2,0.9800128979530985,Very High Risk
CUST_003525,Startup,Manufacturing,Basic,49,344.42,50,-6,3,0.9799026448742879,Very High Risk
CUST_002831,Startup,Healthcare,Business,399,1657.08,38,-3,3,0.9798233131309678,Very High Risk
CUST_003207,Mid-Market,Technology,Enterprise,999,6997.26,55,29,4,0.9798042318679953,Very High Risk
CUST_002932,Enterprise,Technology,Professional,149,2749.46,68,24,1,0.979646713395544,Very High Risk
CUST_003788,Startup,Healthcare,Business,399,8603.14,39,8,1,0.9796321234797761,Very High Risk
CUST_002395,Startup,Finance,Professional,149,2445.31,29,-24,1,0.9793387194074438,Very High Risk
CUST_000138,Mid-Market,Technology,Business,399,2046.22,67,-27,0,0.979325232464849,Very High Risk
CUST_001205,Mid-Market,Healthcare,Basic,49,801.31,35,-53,1,0.9792291533830857,Very High Risk
CUST_000545,Small Business,Finance,Basic,49,205.6,23,32,3,0.9790917931974985,Very High Risk
CUST_000487,Mid-Market,Finance,Business,399,1530.0900000000001,54,-11,0,0.9789660118840594,Very High Risk
CUST_001727,Startup,Technology,Professional,149,2745.31,42,37,1,0.9789619163611366,Very High Risk
CUST_004351,Small Business,Retail,Basic,49,1116.58,82,-12,2,0.9788668205530032,Very High Risk
CUST_003904,Mid-Market,Finance,Business,399,9400.87,46,39,1,0.9788184541870661,Very High Risk
CUST_002135,Enterprise,Finance,Business,399,1969.63,26,16,2,0.9787482919432303,Very High Risk
CUST_001981,Mid-Market,Manufacturing,Professional,149,3548.12,75,38,2,0.9785719345493001,Very High Risk
CUST_001274,Mid-Market,Education,Business,399,3357.89,81,56,3,0.9784782992497987,Very High Risk
CUST_003737,Mid-Market,Manufacturing,Professional,149,2301.12,66,100,7,0.9781722644286124,Very High Risk
CUST_004350,Small Business,Education,Professional,149,2693.44,36,53,3,0.978137091545249,Very High Risk
CUST_001832,Enterprise,Finance,Enterprise,999,5837.53,57,-31,2,0.9780912617241413,Very High Risk
CUST_001088,Startup,Healthcare,Business,399,2429.15,68,56,5,0.9778750479591782,Very High Risk
CUST_004251,Small Business,Technology,Enterprise,999,17223.19,61,52,0,0.9776922830864275,Very High Risk
CUST_003493,Enterprise,Other,Business,399,8037.57,84,24,1,0.9776325579007756,Very High Risk
CUST_002348,Startup,Education,Basic,49,1066.35,67,47,1,0.977595260005659,Very High Risk
CUST_000575,Startup,Finance,Professional,149,2815.38,36,41,5,0.9775241991568864,Very High Risk
CUST_004657,Mid-Market,Technology,Basic,49,1219.35,66,30,1,0.9774156101516803,Very High Risk
CUST_004088,Startup,Finance,Professional,149,3060.33,25,-17,3,0.9773149689318628,Very High Risk
CUST_003616,Mid-Market,Finance,Business,399,1664.61,89,46,0,0.9772599986600197,Very High Risk
CUST_004927,Small Business,Technology,Enterprise,999,14868.47,33,-55,2,0.9772599860348404,Very High Risk
CUST_004329,Small Business,Education,Basic,49,828.12,37,100,3,0.9772088787599208,Very High Risk
CUST_004959,Mid-Market,Education,Basic,49,529.01,53,-9,3,0.9771937279511183,Very High Risk
CUST_000069,Small Business,Finance,Enterprise,999,18134.98,28,27,0,0.9770769320198164,Very High Risk
CUST_002255,Enterprise,Real Estate,Basic,49,497.87,55,4,3,0.9769731251193557,Very High Risk
CUST_004473,Startup,Education,Professional,149,3213.84,37,31,2,0.976768681180064,Very High Risk
CUST_002321,Small Business,Finance,Enterprise,999,11556.66,47,39,2,0.9764478881568566,Very High Risk
CUST_000508,Small Business,Healthcare,Basic,49,305.53,60,64,0,0.9759066363771011,Very High Risk
CUST_004510,Mid-Market,Retail,Professional,149,968.05,80,-8,1,0.9756461952931983,Very High Risk
CUST_003464,Small Business,Technology,Basic,49,197.91,52,-8,1,0.9755310016299257,Very High Risk
CUST_002150,Enterprise,Technology,Basic,49,1134.29,28,53,4,0.9754725758150511,Very High Risk
CUST_003545,Mid-Market,Healthcare,Basic,49,397.18,43,40,3,0.9749702153188458,Very High Risk
CUST_001646,Small Business,Technology,Business,399,4561.93,32,77,1,0.9748537060896599,Very High Risk
CUST_002017,Small Business,Technology,Business,399,9141.92,85,64,1,0.9748318559750841,Very High Risk
CUST_003656,Small Business,Finance,Basic,49,1049.53,87,29,4,0.9748230470853728,Very High Risk
CUST_000504,Small Business,Technology,Business,399,1551.97,51,60,1,0.9748177036542117,Very High Risk
CUST_001610,Startup,Other,Business,399,6009.51,85,83,3,0.9747513781190069,Very High Risk
CUST_004668,Small Business,Healthcare,Basic,49,1155.0,46,50,2,0.974357805886583,Very High Risk
CUST_002059,Startup,Retail,Professional,149,3725.55,50,-18,0,0.9743145519214739,Very High Risk
CUST_000499,Startup,Real Estate,Basic,49,311.08,54,32,2,0.9741507760081164,Very High Risk
CUST_003967,Small Business,Healthcare,Professional,149,2511.07,90,95,4,0.9738871720455853,Very High Risk
CUST_004870,Small Business,Healthcare,Business,399,9787.39,57,25,3,0.973668138003797,Very High Risk
CUST_004093,Mid-Market,Manufacturing,Basic,49,246.68,64,94,0,0.9736420688520313,Very High Risk
CUST_000355,Small Business,Other,Professional,149,1698.52,38,11,2,0.9736318194661733,Very High Risk
CUST_000778,Small Business,Manufacturing,Basic,49,595.17,53,16,0,0.9736306678125592,Very High Risk
CUST_001693,Enterprise,Technology,Professional,149,2501.5299999999997,73,58,3,0.9735750347987158,Very High Risk
CUST_004846,Startup,Finance,Basic,49,392.58,82,31,3,0.9735198430202929,Very High Risk
CUST_004160,Startup,Education,Basic,49,934.59,59,-5,0,0.9734313070175388,Very High Risk
CUST_000776,Startup,Healthcare,Professional,149,1499.77,42,21,2,0.9731144018835675,Very High Risk
CUST_000602,Enterprise,Real Estate,Basic,49,199.29,35,38,2,0.9728088059120465,Very High Risk
CUST_001684,Mid-Market,Technology,Basic,49,1114.95,27,-8,5,0.9728077771223547,Very High Risk
CUST_003503,Small Business,Retail,Business,399,4550.94,15,-22,0,0.9727133014162455,Very High Risk
CUST_003128,Startup,Healthcare,Enterprise,999,9529.369999999999,67,-55,3,0.9726748711311265,Very High Risk
CUST_004674,Startup,Education,Basic,49,992.77,44,21,1,0.9725584462861933,Very High Risk
CUST_003406,Startup,Healthcare,Professional,149,1240.8,37,31,0,0.9725540217730279,Very High Risk
CUST_004913,Small Business,Technology,Basic,49,1101.81,28,44,6,0.9723460753582184,Very High Risk
CUST_000644,Small Business,Education,Enterprise,999,15868.2,57,40,1,0.9722972835666175,Very High Risk
CUST_000013,Startup,Technology,Enterprise,999,5075.71,63,-20,1,0.9722558731496211,Very High Risk
CUST_001465,Mid-Market,Other,Basic,49,1198.22,66,-43,2,0.9719720375086227,Very High Risk
CUST_003543,Startup,Education,Basic,49,1075.81,53,18,6,0.9718891083315531,Very High Risk
CUST_004940,Small Business,Manufacturing,Basic,49,290.97,46,-25,0,0.9717919726002252,Very High Risk
CUST_002745,Startup,Retail,Enterprise,999,11382.55,57,6,2,0.9716838498775161,Very High Risk
CUST_001279,Small Business,Retail,Basic,49,296.92,65,-21,2,0.9713215181485754,Very High Risk
CUST_000959,Mid-Market,Technology,Enterprise,999,18352.87,39,-13,3,0.9712079926488394,Very High Risk
CUST_001685,Startup,Finance,Professional,149,3198.38,94,30,1,0.9709493042917547,Very High Risk
CUST_000710,Enterprise,Technology,Business,399,8488.13,35,-52,1,0.9708404868666534,Very High Risk
CUST_004826,Startup,Retail,Basic,49,290.22,84,45,4,0.9707718760777084,Very High Risk
CUST_004012,Enterprise,Technology,Basic,49,861.96,85,-32,1,0.9704362539243769,Very High Risk
CUST_004599,Small Business,Healthcare,Enterprise,999,14779.81,70,-14,3,0.9703816848601157,Very High Risk
CUST_004492,Mid-Market,Real Estate,Basic,49,952.1700000000001,86,85,7,0.9697499615084763,Very High Risk
CUST_004460,Enterprise,Technology,Professional,149,2584.7599999999998,65,-43,1,0.9697101086269079,Very High Risk
CUST_003072,Mid-Market,Manufacturing,Enterprise,999,22010.8,91,52,0,0.9694681238175258,Very High Risk
CUST_003660,Small Business,Finance,Professional,149,1054.57,39,25,4,0.9693471962204195,Very High Risk
CUST_000752,Mid-Market,Technology,Business,399,1589.31,82,100,5,0.9691631378751037,Very High Risk
CUST_002486,Mid-Market,Manufacturing,Basic,49,619.9399999999999,27,68,0,0.9690934342198082,Very High Risk
CUST_003309,Small Business,Retail,Basic,49,1199.77,27,-10,3,0.9690621704085965,Very High Risk
CUST_000264,Small Business,Finance,Enterprise,999,4841.389999999999,75,54,3,0.9690506382322746,Very High Risk
CUST_004091,Startup,Other,Enterprise,999,18050.579999999998,31,-44,2,0.9690474663815326,Very High Risk
CUST_003236,Small Business,Manufacturing,Basic,49,590.45,58,8,0,0.9690088725109498,Very High Risk
CUST_004883,Startup,Technology,Basic,49,232.92,58,44,3,0.9688540014840171,Very High Risk
CUST_001423,Startup,Retail,Professional,149,2110.54,53,30,3,0.9684590817421269,Very High Risk
CUST_004343,Mid-Market,Finance,Basic,49,220.07999999999998,52,68,1,0.9683812362333031,Very High Risk
CUST_002879,Small Business,Technology,Enterprise,999,6907.13,47,-20,4,0.9677557948842025,Very High Risk
CUST_004822,Startup,Technology,Business,399,2774.07,29,59,3,0.9674433857416644,Very High Risk
CUST_003234,Enterprise,Education,Business,399,4025.37,43,10,1,0.9673481100589626,Very High Risk
CUST_003953,Small Business,Manufacturing,Business,399,9689.59,73,42,3,0.9673031829571117,Very High Risk
CUST_002327,Mid-Market,Healthcare,Enterprise,999,17166.71,81,65,4,0.9669884302675313,Very High Risk
CUST_004368,Mid-Market,Finance,Basic,49,1167.96,64,-9,1,0.9666503776891281,Very High Risk
CUST_004041,Mid-Market,Education,Enterprise,999,20872.74,47,60,1,0.9664439726545189,Very High Risk
CUST_001470,Mid-Market,Other,Professional,149,560.47,75,62,4,0.9657286342269924,Very High Risk
CUST_003911,Small Business,Other,Enterprise,999,6914.780000000001,86,47,5,0.9652508489257708,Very High Risk
CUST_003617,Small Business,Healthcare,Professional,149,2816.63,100,66,1,0.9651050557479914,Very High Risk
CUST_001865,Startup,Finance,Basic,49,207.92,49,-14,1,0.9646508515890578,Very High Risk
CUST_001066,Mid-Market,Education,Basic,49,303.9,78,23,1,0.964617997077523,Very High Risk
CUST_001355,Mid-Market,Technology,Enterprise,999,4926.7699999999995,58,-6,3,0.964593040839485,Very High Risk
CUST_004301,Startup,Technology,Enterprise,999,15150.27,42,44,1,0.9643739844123467,Very High Risk
CUST_001647,Small Business,Retail,Basic,49,744.81,62,54,2,0.9643524288048888,Very High Risk
CUST_003294,Mid-Market,Technology,Professional,149,599.11,92,41,2,0.9639876285981352,Very High Risk
CUST_000235,Enterprise,Manufacturing,Business,399,8593.16,61,5,0,0.9636798093122292,Very High Risk
CUST_002206,Startup,Retail,Enterprise,999,21494.42,72,51,2,0.963312097045242,Very High Risk
CUST_001007,Startup,Retail,Enterprise,999,7225.31,50,-2,3,0.9631908011683676,Very High Risk
CUST_000158,Small Business,Healthcare,Basic,49,1089.6100000000001,76,34,2,0.9630537623063202,Very High Risk
CUST_004477,Startup,Finance,Basic,49,544.21,48,84,3,0.9626109885846509,Very High Risk
CUST_004549,Small Business,Healthcare,Basic,49,835.5,44,-46,1,0.9625895495021701,Very High Risk
CUST_004987,Startup,Finance,Business,399,2899.39,70,51,1,0.9621008601228427,Very High Risk
CUST_004819,Startup,Healthcare,Professional,149,3723.83,27,56,0,0.9614730673033975,Very High Risk
CUST_002531,Startup,Other,Basic,49,294.37,55,24,5,0.9611839176164995,Very High Risk
CUST_003434,Enterprise,Healthcare,Professional,149,2670.55,41,8,1,0.9610883422276008,Very High Risk
CUST_000800,Startup,Real Estate,Basic,49,670.81,52,-38,0,0.9610415123906921,Very High Risk
CUST_000536,Small Business,Finance,Professional,149,1001.82,45,38,1,0.9607621627585986,Very High Risk
CUST_000730,Enterprise,Retail,Business,399,8861.9,59,-7,2,0.9605379849529379,Very High Risk
CUST_003907,Startup,Manufacturing,Business,399,4174.56,94,-32,1,0.9600702026441352,Very High Risk
CUST_000652,Enterprise,Technology,Enterprise,999,8297.94,41,-17,1,0.9596614247638184,Very High Risk
CUST_003780,Small Business,Education,Professional,149,2441.21,100,19,2,0.9582205883294438,Very High Risk
CUST_002165,Enterprise,Retail,Basic,49,1200.13,81,61,2,0.9576238312903895,Very High Risk
CUST_000151,Mid-Market,Technology,Professional,149,795.69,6,-2,6,0.9568764309382403,Very High Risk
CUST_003061,Small Business,Manufacturing,Enterprise,999,23084.94,30,100,0,0.9567798329380298,Very High Risk
CUST_001126,Small Business,Manufacturing,Enterprise,999,13667.99,57,73,3,0.9567718554550478,Very High Risk
CUST_004417,Enterprise,Technology,Business,399,4740.58,91,89,2,0.956550388265154,Very High Risk
CUST_002264,Small Business,Retail,Basic,49,550.14,43,66,4,0.956067489246008,Very High Risk
CUST_004500,Enterprise,Healthcare,Professional,149,1476.72,61,-47,3,0.9556739624604778,Very High Risk
CUST_003448,Small Business,Finance,Professional,149,884.41,88,47,5,0.9556007791299531,Very High Risk
CUST_002816,Small Business,Retail,Business,399,8939.31,54,53,3,0.9554290354556454,Very High Risk
CUST_002078,Small Business,Other,Basic,49,241.07,57,66,2,0.9553548709821097,Very High Risk
CUST_002947,Enterprise,Other,Business,399,3661.21,83,18,4,0.9545079874427996,Very High Risk
CUST_000818,Mid-Market,Real Estate,Basic,49,671.41,48,-8,5,0.9544023819883874,Very High Risk
CUST_002050,Small Business,Other,Enterprise,999,7257.0599999999995,65,75,3,0.9541631802241107,Very High Risk
CUST_002558,Enterprise,Retail,Basic,49,692.57,51,55,3,0.9540507950225063,Very High Risk
CUST_002999,Enterprise,Healthcare,Professional,149,1516.76,56,32,1,0.9540025472527536,Very High Risk
CUST_001611,Mid-Market,Technology,Business,399,1773.2199999999998,64,58,5,0.9534612696095814,Very High Risk
CUST_002710,Startup,Technology,Business,399,9633.09,65,46,0,0.9528915810438455,Very High Risk
CUST_000430,Small Business,Finance,Enterprise,999,10709.97,64,56,2,0.9528602230781987,Very High Risk
CUST_004787,Mid-Market,Finance,Professional,149,1793.92,63,-16,1,0.9525912441619637,Very High Risk
CUST_002703,Startup,Retail,Basic,49,1152.69,78,-36,3,0.9525825638176264,Very High Risk
CUST_003235,Mid-Market,Technology,Basic,49,1217.91,88,13,2,0.9521227117299191,Very High Risk
CUST_001204,Mid-Market,Retail,Professional,149,1649.21,25,-32,1,0.9516135999668596,Very High Risk
CUST_004180,Mid-Market,Finance,Basic,49,337.53,37,-100,1,0.9515312913782066,Very High Risk
CUST_002676,Small Business,Technology,Enterprise,999,15398.58,62,14,7,0.9511683669469878,Very High Risk
CUST_003490,Mid-Market,Retail,Basic,49,844.41,100,39,4,0.9510819380748324,Very High Risk
CUST_001194,Mid-Market,Technology,Basic,49,239.86,46,100,1,0.951066965830774,Very High Risk
CUST_000433,Mid-Market,Retail,Basic,49,964.24,93,60,2,0.9508057165200622,Very High Risk
CUST_003548,Startup,Technology,Professional,149,624.21,78,3,2,0.9507291812666065,Very High Risk
CUST_002359,Mid-Market,Finance,Enterprise,999,15224.01,31,73,1,0.9503976949554647,Very High Risk
CUST_001652,Startup,Manufacturing,Business,399,4212.18,52,25,3,0.9502297789730194,Very High Risk
CUST_003694,Mid-Market,Finance,Business,399,9722.17,84,0,2,0.950206449881398,Very High Risk
CUST_000509,Small Business,Finance,Basic,49,753.14,65,-42,4,0.9499833590755619,Very High Risk
CUST_001403,Small Business,Finance,Basic,49,1168.92,96,-30,2,0.9498858118655531,Very High Risk
CUST_001534,Mid-Market,Healthcare,Basic,49,345.85,61,-19,3,0.9493096716155782,Very High Risk
CUST_000530,Mid-Market,Technology,Enterprise,999,16302.42,30,-67,3,0.9493057132877142,Very High Risk
CUST_000890,Small Business,Retail,Professional,149,1540.59,19,23,2,0.9489576528967906,Very High Risk
CUST_003324,Mid-Market,Retail,Business,399,3705.6,51,4,2,0.9489287403792492,Very High Risk
CUST_003204,Small Business,Real Estate,Business,399,4240.85,62,-17,2,0.9484209868337982,Very High Risk
CUST_001882,Enterprise,Real Estate,Enterprise,999,17024.44,69,58,3,0.9480866798282643,Very High Risk
CUST_001386,Startup,Finance,Professional,149,1046.98,40,54,4,0.9475332715875048,Very High Risk
CUST_004944,Small Business,Retail,Enterprise,999,24012.93,42,4,3,0.9474088257924003,Very High Risk
CUST_001489,Small Business,Healthcare,Basic,49,238.65,100,-31,0,0.9471302982784247,Very High Risk
CUST_004278,Startup,Education,Basic,49,466.71,81,-14,4,0.9470973373735848,Very High Risk
CUST_000589,Startup,Education,Basic,49,855.5,86,13,4,0.9467510160580749,Very High Risk
CUST_003082,Mid-Market,Healthcare,Basic,49,610.61,41,35,3,0.9465254181302883,Very High Risk
CUST_000201,Startup,Finance,Basic,49,859.04,76,54,2,0.9463098534788377,Very High Risk
CUST_003414,Enterprise,Technology,Basic,49,641.53,68,82,2,0.9452703304976139,Very High Risk
CUST_002139,Enterprise,Healthcare,Basic,49,431.6,47,24,1,0.9451849531941751,Very High Risk
CUST_003820,Startup,Manufacturing,Professional,149,1773.8799999999999,26,-15,2,0.9451820701115284,Very High Risk
CUST_001894,Startup,Real Estate,Business,399,6554.43,41,30,0,0.944943179482446,Very High Risk
CUST_003160,Mid-Market,Real Estate,Business,399,6830.26,100,84,3,0.9449136841737932,Very High Risk
CUST_004985,Mid-Market,Healthcare,Basic,49,650.94,20,0,0,0.9448701019904763,Very High Risk
