customer_id,signup_date,segment,industry,country,plan,mrr,contract_length,number_of_users,support_tickets,usage_score,nps_score,churn_date,is_churned,lifetime_months,total_revenue,clv,last_transaction_date,recency_days,transaction_count,avg_transaction_value,cohort_month
CUST_000466,2022-08-19,Small Business,Technology,USA,Enterprise,999,1,7,1,25,65,,0.0,28.8,30093.52,30093.52,2024-12-19,12,29,1037.7075862068966,2022-08
CUST_000467,2024-07-20,Small Business,Technology,USA,Basic,49,12,3,2,66,48,,0.0,5.5,284.17,284.17,2024-12-20,11,6,47.36166666666667,2024-07
CUST_000468,2020-06-03,Startup,Technology,USA,Professional,149,36,4,1,34,18,,0.0,55.7,8368.13,8368.13,2024-12-03,28,55,152.14781818181817,2020-06
CUST_000469,2021-05-04,Small Business,Manufacturing,UK,Basic,49,36,4,0,86,10,,0.0,44.6,2151.66,2151.66,2024-12-04,27,44,48.901363636363634,2021-05
CUST_000470,2023-11-10,Small Business,Education,France,Basic,49,1,6,2,74,-26,,0.0,13.9,680.02,680.02,2024-12-10,21,14,48.57285714285714,2023-11
CUST_000471,2022-02-23,Enterprise,Education,France,Basic,49,1,294,5,100,23,,0.0,34.7,1722.3,1722.3,2024-12-23,8,35,49.208571428571425,2022-02
CUST_000472,2023-02-01,Small Business,Technology,Germany,Professional,149,12,4,1,72,54,,0.0,23.3,3474.68,3474.68,2024-12-01,30,23,151.07304347826087,2023-02
CUST_000473,2023-11-17,Small Business,Real Estate,USA,Business,399,12,8,2,100,6,,0.0,13.7,5528.9400000000005,5528.9400000000005,2024-12-17,14,14,394.92428571428576,2023-11
CUST_000474,2020-09-02,Enterprise,Manufacturing,Canada,Professional,149,12,391,1,45,77,,0.0,52.7,7722.0,7722.0,2024-12-02,29,52,148.5,2020-09
CUST_000475,2023-04-14,Mid-Market,Real Estate,Germany,Basic,49,24,34,2,52,-29,,0.0,20.9,1055.09,1055.09,2024-12-14,17,21,50.24238095238095,2023-04
CUST_000476,2022-11-28,Mid-Market,Finance,UK,Basic,49,12,22,2,70,-50,,0.0,25.5,1308.49,1308.49,2024-12-28,3,26,50.32653846153846,2022-11
CUST_000477,2024-02-09,Enterprise,Finance,Other,Professional,149,1,187,1,62,32,,0.0,10.9,1637.97,1637.97,2024-12-09,22,11,148.90636363636364,2024-02
CUST_000478,2024-09-01,Small Business,Education,France,Basic,49,24,9,0,67,55,,0.0,4.0,206.51999999999998,206.51999999999998,2024-12-01,30,4,51.629999999999995,2024-09
CUST_000479,2022-01-28,Mid-Market,Technology,Canada,Basic,49,1,33,2,64,50,,0.0,35.6,1814.34,1814.34,2024-12-28,3,36,50.39833333333333,2022-01
CUST_000480,2021-06-21,Small Business,Finance,USA,Professional,149,1,8,1,60,-22,,0.0,43.0,6512.01,6512.01,2024-12-21,10,43,151.4420930232558,2021-06
CUST_000481,2022-07-09,Startup,Education,Germany,Enterprise,999,24,4,4,46,21,,0.0,30.2,30767.45,30767.45,2024-12-09,22,30,1025.5816666666667,2022-07
CUST_000482,2021-02-11,Small Business,Education,Other,Basic,49,12,5,1,50,42,2022-07-25,1.0,17.6,870.38,870.38,2022-07-11,904,18,48.35444444444445,2021-02
CUST_000483,2021-06-08,Startup,Other,USA,Business,399,12,1,1,47,62,,0.0,43.4,17814.2,17814.2,2024-12-08,23,43,414.28372093023256,2021-06
CUST_000484,2022-04-07,Small Business,Manufacturing,Australia,Basic,49,12,2,1,45,-44,,0.0,33.3,1652.39,1652.39,2024-12-07,24,33,50.07242424242425,2022-04
CUST_000485,2024-03-09,Small Business,Technology,USA,Professional,149,1,3,4,66,29,,0.0,9.9,1656.83,1656.83,2024-12-09,22,10,165.683,2024-03
CUST_000486,2022-06-21,Startup,Technology,Canada,Professional,149,12,2,0,50,42,,0.0,30.8,4637.9,4637.9,2024-12-21,10,31,149.60967741935482,2022-06
CUST_000487,2020-02-05,Mid-Market,Finance,Canada,Business,399,12,31,0,54,-11,2020-05-25,1.0,3.7,1530.0900000000001,1530.0900000000001,2020-05-05,1701,4,382.52250000000004,2020-02
CUST_000488,2021-11-15,Startup,Finance,Germany,Professional,149,1,3,3,93,39,,0.0,38.1,5778.92,5778.92,2024-12-15,16,38,152.07684210526315,2021-11
CUST_000489,2020-01-20,Enterprise,Technology,Australia,Professional,149,12,412,0,74,0,,0.0,60.2,9050.13,9050.13,2024-12-20,11,60,150.8355,2020-01
CUST_000490,2020-11-16,Small Business,Technology,USA,Basic,49,24,4,5,81,58,,0.0,50.2,2501.09,2501.09,2024-12-16,15,50,50.021800000000006,2020-11
CUST_000491,2024-12-04,Enterprise,Retail,USA,Basic,49,12,437,2,87,78,,0.0,0.9,76.01,76.01,2024-12-04,27,1,76.01,2024-12
CUST_000492,2021-05-26,Small Business,Manufacturing,Germany,Professional,149,24,6,1,97,-9,,0.0,43.8,6690.01,6690.01,2024-12-26,5,44,152.04568181818183,2021-05
CUST_000493,2021-02-03,Small Business,Other,USA,Business,399,24,2,2,64,-9,,0.0,47.6,19074.09,19074.09,2024-12-03,28,47,405.8317021276596,2021-02
CUST_000494,2021-10-15,Small Business,Manufacturing,UK,Professional,149,24,8,2,70,76,,0.0,39.1,5872.24,5872.24,2024-12-15,16,39,150.5702564102564,2021-10
CUST_000495,2022-08-29,Small Business,Education,USA,Business,399,12,6,2,54,45,2023-02-15,1.0,5.7,2368.42,2368.42,2023-01-29,702,6,394.7366666666667,2022-08
CUST_000496,2021-04-15,Small Business,Retail,USA,Basic,49,12,9,2,48,48,,0.0,45.2,2243.89,2243.89,2024-12-15,16,45,49.86422222222222,2021-04
CUST_000497,2023-03-12,Enterprise,Other,Germany,Professional,149,12,173,2,35,-16,,0.0,22.0,3324.81,3324.81,2024-12-12,19,22,151.12772727272727,2023-03
CUST_000498,2023-01-20,Mid-Market,Retail,Germany,Basic,49,24,31,1,44,46,,0.0,23.7,1235.6,1235.6,2024-12-20,11,24,51.48333333333333,2023-01
CUST_000499,2023-10-09,Startup,Real Estate,USA,Basic,49,1,1,2,54,32,2024-04-08,1.0,6.1,311.08,311.08,2024-03-09,297,6,51.846666666666664,2023-10
CUST_000500,2022-04-13,Small Business,Other,USA,Professional,149,24,2,2,68,66,,0.0,33.1,5080.71,5080.71,2024-12-13,18,33,153.9609090909091,2022-04
CUST_000501,2024-12-28,Startup,Real Estate,USA,Business,399,12,1,1,42,56,,0.0,0.1,398.14,398.14,2024-12-28,3,1,398.14,2024-12
CUST_000502,2021-12-27,Startup,Healthcare,UK,Professional,149,1,2,1,45,22,2022-12-26,1.0,12.1,1827.05,1827.05,2022-11-27,765,12,152.25416666666666,2021-12
CUST_000503,2022-05-03,Small Business,Technology,USA,Business,399,12,5,0,23,3,,0.0,32.4,12813.13,12813.13,2024-12-03,28,32,400.4103125,2022-05
CUST_000504,2020-02-20,Small Business,Technology,UK,Business,399,1,9,1,51,60,2020-05-24,1.0,3.1,1551.97,1551.97,2020-05-20,1686,4,387.9925,2020-02
CUST_000505,2024-08-15,Enterprise,Technology,Germany,Basic,49,1,174,1,66,48,,0.0,4.6,249.96,249.96,2024-12-15,16,5,49.992000000000004,2024-08
CUST_000506,2024-09-17,Mid-Market,Technology,Germany,Business,399,24,32,3,66,-33,,0.0,3.5,1508.82,1508.82,2024-12-17,14,4,377.205,2024-09
CUST_000507,2021-07-28,Enterprise,Technology,USA,Basic,49,12,370,3,58,-4,,0.0,41.7,2154.03,2154.03,2024-12-28,3,42,51.28642857142857,2021-07
CUST_000508,2023-04-28,Small Business,Healthcare,Germany,Basic,49,12,4,0,60,64,2023-10-03,1.0,5.3,305.53,305.53,2023-09-28,460,6,50.92166666666666,2023-04
CUST_000509,2023-02-22,Small Business,Finance,Other,Basic,49,1,6,4,65,-42,2024-05-21,1.0,15.1,753.14,753.14,2024-04-22,253,15,50.20933333333333,2023-02
CUST_000510,2020-05-29,Small Business,Manufacturing,USA,Basic,49,12,9,4,89,-7,,0.0,55.9,2808.14,2808.14,2024-12-28,3,56,50.145357142857144,2020-05
CUST_000511,2020-11-09,Small Business,Technology,USA,Business,399,1,6,0,57,72,,0.0,50.4,19790.09,19790.09,2024-12-09,22,50,395.8018,2020-11
CUST_000512,2021-07-23,Small Business,Manufacturing,Canada,Business,399,24,8,1,62,-6,2022-12-20,1.0,17.2,6835.23,6835.23,2022-11-23,769,17,402.07235294117646,2021-07
CUST_000513,2023-09-27,Small Business,Manufacturing,USA,Basic,49,24,5,2,39,-36,,0.0,15.4,795.86,795.86,2024-12-27,4,16,49.74125,2023-09
CUST_000514,2020-10-31,Startup,Retail,Germany,Basic,49,24,1,1,74,0,,0.0,50.7,2564.11,2564.11,2024-12-28,3,51,50.27666666666667,2020-10
CUST_000515,2024-09-11,Enterprise,Real Estate,Australia,Basic,49,1,144,0,63,1,,0.0,3.7,203.7,203.7,2024-12-11,20,4,50.925,2024-09
CUST_000516,2021-11-12,Mid-Market,Technology,UK,Business,399,12,36,2,54,7,,0.0,38.2,15412.93,15412.93,2024-12-12,19,38,405.6034210526316,2021-11
CUST_000517,2022-04-17,Small Business,Technology,Germany,Professional,149,24,7,1,41,16,,0.0,33.0,5106.33,5106.33,2024-12-17,14,33,154.73727272727274,2022-04
CUST_000518,2024-12-11,Small Business,Finance,Germany,Professional,149,1,7,3,71,46,,0.0,0.7,147.7,147.7,2024-12-11,20,1,147.7,2024-12
CUST_000519,2022-12-13,Small Business,Technology,USA,Business,399,1,7,3,43,83,,0.0,25.0,10105.81,10105.81,2024-12-13,18,25,404.2324,2022-12
CUST_000520,2022-09-29,Mid-Market,Retail,USA,Professional,149,24,44,0,75,-17,,0.0,27.5,4161.92,4161.92,2024-12-28,3,28,148.64000000000001,2022-09
CUST_000521,2021-03-19,Small Business,Healthcare,Australia,Enterprise,999,24,7,3,100,-11,,0.0,46.1,48016.04,48016.04,2024-12-19,12,46,1043.8269565217392,2021-03
CUST_000522,2021-09-04,Mid-Market,Healthcare,Other,Basic,49,12,25,3,88,65,,0.0,40.5,1980.67,1980.67,2024-12-04,27,40,49.51675,2021-09
CUST_000523,2022-09-19,Mid-Market,Technology,France,Enterprise,999,1,30,2,65,93,,0.0,27.8,28772.22,28772.22,2024-12-19,12,28,1027.5792857142858,2022-09
CUST_000524,2020-09-20,Small Business,Healthcare,Other,Basic,49,12,3,3,77,-26,2021-10-12,1.0,12.9,684.04,684.04,2021-09-20,1198,13,52.61846153846154,2020-09
CUST_000525,2022-12-12,Small Business,Retail,USA,Basic,49,12,7,3,51,36,,0.0,25.0,1215.49,1215.49,2024-12-12,19,25,48.6196,2022-12
CUST_000526,2024-05-14,Startup,Retail,USA,Business,399,12,4,1,38,50,,0.0,7.7,3173.87,3173.87,2024-12-14,17,8,396.73375,2024-05
CUST_000527,2022-09-30,Startup,Technology,USA,Business,399,12,1,3,67,25,,0.0,27.4,11335.14,11335.14,2024-12-28,3,28,404.82642857142855,2022-09
CUST_000528,2024-07-01,Small Business,Technology,USA,Business,399,12,7,2,52,-36,,0.0,6.1,2297.35,2297.35,2024-12-01,30,6,382.89166666666665,2024-07
CUST_000529,2020-01-05,Startup,Technology,France,Basic,49,24,2,1,37,93,2021-06-11,1.0,17.4,898.89,898.89,2021-06-05,1305,18,49.93833333333333,2020-01
CUST_000530,2023-01-31,Mid-Market,Technology,Other,Enterprise,999,24,14,3,30,-67,2024-05-17,1.0,15.7,16302.42,16302.42,2024-04-28,247,16,1018.90125,2023-01
CUST_000531,2023-05-04,Small Business,Real Estate,France,Basic,49,12,9,2,59,-60,,0.0,20.2,1025.76,1025.76,2024-12-04,27,20,51.288,2023-05
CUST_000532,2022-02-12,Small Business,Technology,Canada,Basic,49,1,5,6,84,42,,0.0,35.1,1833.67,1833.67,2024-12-12,19,35,52.390571428571434,2022-02
CUST_000533,2022-05-26,Small Business,Manufacturing,USA,Basic,49,12,5,4,61,15,,0.0,31.7,1588.42,1588.42,2024-12-26,5,32,49.638125,2022-05
CUST_000534,2022-09-18,Small Business,Real Estate,USA,Business,399,1,3,2,60,62,,0.0,27.8,11259.3,11259.3,2024-12-18,13,28,402.11785714285713,2022-09
CUST_000535,2022-06-02,Mid-Market,Technology,USA,Business,399,12,20,2,63,-37,,0.0,31.4,12137.32,12137.32,2024-12-02,29,31,391.5264516129032,2022-06
CUST_000536,2023-10-05,Small Business,Finance,Germany,Professional,149,36,5,1,45,38,2024-04-25,1.0,6.8,1001.82,1001.82,2024-04-05,270,7,143.11714285714285,2023-10
CUST_000537,2020-02-16,Startup,Other,UK,Basic,49,12,4,8,56,100,,0.0,59.3,2944.4,2944.4,2024-12-16,15,59,49.905084745762714,2020-02
CUST_000538,2022-05-16,Startup,Education,Other,Basic,49,1,3,2,90,3,,0.0,32.0,1591.91,1591.91,2024-12-16,15,32,49.7471875,2022-05
CUST_000539,2022-04-02,Small Business,Finance,Australia,Basic,49,1,5,2,95,58,,0.0,33.5,1684.63,1684.63,2024-12-02,29,33,51.049393939393944,2022-04
CUST_000540,2022-07-24,Small Business,Manufacturing,USA,Professional,149,1,9,0,85,54,,0.0,29.7,4435.99,4435.99,2024-12-24,7,30,147.86633333333333,2022-07
CUST_000541,2021-10-17,Small Business,Education,USA,Business,399,1,9,1,80,20,,0.0,39.0,15886.33,15886.33,2024-12-17,14,39,407.3417948717949,2021-10
CUST_000542,2020-09-25,Small Business,Healthcare,Germany,Professional,149,12,4,4,95,98,,0.0,51.9,7859.99,7859.99,2024-12-25,6,52,151.15365384615384,2020-09
CUST_000543,2021-01-04,Mid-Market,Real Estate,USA,Enterprise,999,12,13,3,43,31,,0.0,48.6,48841.58,48841.58,2024-12-04,27,48,1017.5329166666667,2021-01
CUST_000544,2021-09-27,Small Business,Finance,France,Basic,49,1,8,5,100,7,,0.0,39.7,2001.36,2001.36,2024-12-27,4,40,50.034,2021-09
CUST_000545,2023-02-03,Small Business,Finance,Canada,Basic,49,1,8,3,23,32,2023-05-19,1.0,3.5,205.6,205.6,2023-05-03,608,4,51.4,2023-02
CUST_000546,2024-08-20,Startup,Other,USA,Professional,149,12,3,6,58,-64,,0.0,4.4,873.75,873.75,2024-12-20,11,5,174.75,2024-08
CUST_000547,2024-08-09,Small Business,Education,UK,Business,399,12,4,0,0,-46,,0.0,4.8,2030.51,2030.51,2024-12-09,22,5,406.102,2024-08
CUST_000548,2021-10-18,Small Business,Healthcare,UK,Professional,149,24,8,2,80,27,,0.0,39.0,5887.75,5887.75,2024-12-18,13,39,150.96794871794873,2021-10
CUST_000549,2020-04-29,Small Business,Technology,Australia,Enterprise,999,1,9,2,41,51,,0.0,56.9,58326.56,58326.56,2024-12-28,3,57,1023.2729824561403,2020-04
CUST_000550,2022-04-10,Small Business,Retail,USA,Professional,149,24,5,1,43,-14,2023-01-01,1.0,8.9,1419.67,1419.67,2022-12-10,752,9,157.7411111111111,2022-04
CUST_000551,2024-12-15,Small Business,Manufacturing,Australia,Basic,49,12,7,2,92,-43,,0.0,0.5,45.05,45.05,2024-12-15,16,1,45.05,2024-12
CUST_000552,2024-06-15,Mid-Market,Retail,Germany,Basic,49,1,30,4,60,4,,0.0,6.6,354.1,354.1,2024-12-15,16,7,50.58571428571429,2024-06
CUST_000553,2022-12-17,Small Business,Other,Germany,Business,399,1,3,3,77,22,,0.0,24.8,10270.89,10270.89,2024-12-17,14,25,410.8356,2022-12
CUST_000554,2023-10-01,Startup,Real Estate,USA,Business,399,12,2,3,55,100,2024-11-25,1.0,14.0,5457.12,5457.12,2024-11-01,60,14,389.7942857142857,2023-10
CUST_000555,2022-01-10,Small Business,Finance,Canada,Basic,49,12,2,1,46,48,,0.0,36.2,1820.54,1820.54,2024-12-10,21,36,50.57055555555556,2022-01
CUST_000556,2024-02-06,Mid-Market,Technology,Canada,Basic,49,1,21,2,82,54,,0.0,11.0,570.08,570.08,2024-12-06,25,11,51.82545454545455,2024-02
CUST_000557,2020-04-26,Small Business,Finance,UK,Professional,149,24,4,2,68,95,2021-09-23,1.0,17.2,2496.25,2496.25,2021-08-26,1223,17,146.83823529411765,2020-04
CUST_000558,2022-03-01,Startup,Manufacturing,France,Professional,149,1,1,2,69,100,,0.0,34.5,5014.97,5014.97,2024-12-01,30,34,147.49911764705882,2022-03
CUST_000559,2023-02-24,Enterprise,Retail,Canada,Basic,49,12,239,0,53,64,,0.0,22.5,1132.94,1132.94,2024-12-24,7,23,49.25826086956522,2023-02
CUST_000560,2023-11-17,Startup,Finance,Australia,Professional,149,12,2,3,61,64,,0.0,13.7,2079.21,2079.21,2024-12-17,14,14,148.51500000000001,2023-11
CUST_000561,2022-10-09,Startup,Finance,USA,Basic,49,12,3,3,53,0,,0.0,27.1,1330.23,1330.23,2024-12-09,22,27,49.26777777777778,2022-10
CUST_000562,2024-07-22,Small Business,Healthcare,France,Enterprise,999,24,9,1,80,17,,0.0,5.4,6133.32,6133.32,2024-12-22,9,6,1022.2199999999999,2024-07
CUST_000563,2022-12-17,Startup,Healthcare,USA,Basic,49,36,2,3,65,1,,0.0,24.8,1254.25,1254.25,2024-12-17,14,25,50.17,2022-12
CUST_000564,2021-09-25,Startup,Finance,France,Business,399,1,4,0,77,58,,0.0,39.8,16073.35,16073.35,2024-12-25,6,40,401.83375,2021-09
CUST_000565,2021-05-27,Startup,Technology,Other,Professional,149,12,1,4,58,50,,0.0,43.8,6707.93,6707.93,2024-12-27,4,44,152.45295454545456,2021-05
CUST_000566,2024-11-09,Small Business,Healthcare,USA,Basic,49,24,3,1,100,80,,0.0,1.7,108.63,108.63,2024-12-09,22,2,54.315,2024-11
CUST_000567,2022-03-12,Mid-Market,Healthcare,UK,Professional,149,12,19,3,63,68,,0.0,34.2,5277.04,5277.04,2024-12-12,19,34,155.20705882352942,2022-03
CUST_000568,2023-01-24,Mid-Market,Retail,Germany,Basic,49,12,39,1,72,14,,0.0,23.6,1212.0,1212.0,2024-12-24,7,24,50.5,2023-01
CUST_000569,2024-07-19,Small Business,Technology,USA,Business,399,36,7,1,76,47,,0.0,5.5,2623.14,2623.14,2024-12-19,12,6,437.19,2024-07
CUST_000570,2023-02-15,Mid-Market,Education,UK,Professional,149,12,21,3,48,100,,0.0,22.8,3513.61,3513.61,2024-12-15,16,23,152.76565217391305,2023-02
CUST_000571,2021-07-13,Small Business,Retail,USA,Basic,49,1,3,0,58,25,,0.0,42.2,2101.8,2101.8,2024-12-13,18,42,50.042857142857144,2021-07
CUST_000572,2024-06-12,Startup,Manufacturing,Australia,Basic,49,24,2,2,76,34,,0.0,6.7,371.3,371.3,2024-12-12,19,7,53.042857142857144,2024-06
CUST_000573,2021-05-02,Startup,Manufacturing,Australia,Business,399,36,4,1,34,20,,0.0,44.6,18028.8,18028.8,2024-12-02,29,44,409.74545454545455,2021-05
CUST_000574,2023-06-14,Small Business,Healthcare,Germany,Basic,49,24,5,4,73,37,,0.0,18.9,954.95,954.95,2024-12-14,17,19,50.26052631578948,2023-06
CUST_000575,2022-06-15,Startup,Finance,Germany,Professional,149,12,2,5,36,41,2024-01-03,1.0,18.9,2815.38,2815.38,2023-12-15,382,19,148.17789473684212,2022-06
CUST_000576,2023-07-19,Startup,Other,Germany,Basic,49,36,2,2,35,69,,0.0,17.7,888.42,888.42,2024-12-19,12,18,49.35666666666666,2023-07
CUST_000577,2023-04-27,Small Business,Manufacturing,USA,Enterprise,999,36,9,1,42,8,,0.0,20.5,21211.37,21211.37,2024-12-27,4,21,1010.0652380952381,2023-04
CUST_000578,2021-12-04,Mid-Market,Other,UK,Professional,149,36,26,0,74,40,,0.0,37.4,5622.97,5622.97,2024-12-04,27,37,151.97216216216216,2021-12
CUST_000579,2024-01-10,Small Business,Manufacturing,Canada,Business,399,12,3,2,100,-19,,0.0,11.9,4826.29,4826.29,2024-12-10,21,12,402.19083333333333,2024-01
CUST_000580,2021-08-03,Small Business,Technology,Other,Basic,49,24,8,0,39,-16,,0.0,41.5,2011.85,2011.85,2024-12-03,28,41,49.06951219512195,2021-08
CUST_000581,2022-02-28,Small Business,Technology,Germany,Basic,49,12,2,2,66,69,,0.0,34.6,1805.49,1805.49,2024-12-28,3,35,51.58542857142857,2022-02
CUST_000582,2022-05-10,Small Business,Retail,Canada,Basic,49,1,4,1,84,-27,,0.0,32.2,1611.77,1611.77,2024-12-10,21,32,50.3678125,2022-05
CUST_000583,2020-09-03,Enterprise,Healthcare,France,Basic,49,12,66,2,75,51,,0.0,52.7,2548.89,2548.89,2024-12-03,28,52,49.01711538461538,2020-09
CUST_000584,2023-01-04,Small Business,Healthcare,USA,Business,399,24,3,1,51,-4,,0.0,24.2,9687.13,9687.13,2024-12-04,27,24,403.63041666666663,2023-01
CUST_000585,2020-06-02,Startup,Education,Germany,Professional,149,24,2,5,78,-21,,0.0,55.8,8434.54,8434.54,2024-12-02,29,55,153.35527272727273,2020-06
CUST_000586,2024-08-06,Small Business,Healthcare,UK,Professional,149,24,3,6,54,47,,0.0,4.9,768.14,768.14,2024-12-06,25,5,153.628,2024-08
CUST_000587,2023-12-29,Startup,Healthcare,USA,Business,399,1,4,2,62,100,,0.0,12.3,5282.81,5282.81,2024-12-29,2,13,406.37,2023-12
CUST_000588,2022-09-23,Startup,Education,Canada,Basic,49,12,3,5,47,48,,0.0,27.7,1373.51,1373.51,2024-12-23,8,28,49.05392857142857,2022-09
CUST_000589,2023-01-14,Startup,Education,Germany,Basic,49,12,1,4,86,13,2024-05-29,1.0,16.7,855.5,855.5,2024-05-14,231,17,50.3235294117647,2023-01
CUST_000590,2021-11-27,Startup,Healthcare,UK,Business,399,24,3,2,70,3,,0.0,37.7,15211.0,15211.0,2024-12-27,4,38,400.2894736842105,2021-11
CUST_000591,2023-08-01,Startup,Education,Canada,Professional,149,1,1,0,59,-5,,0.0,17.3,2593.22,2593.22,2024-12-01,30,17,152.54235294117646,2023-08
CUST_000592,2023-05-28,Small Business,Real Estate,Germany,Professional,149,24,2,4,71,21,,0.0,19.4,3077.4500000000003,3077.4500000000003,2024-12-28,3,20,153.8725,2023-05
CUST_000593,2022-12-28,Enterprise,Finance,France,Basic,49,12,271,3,66,65,2024-06-24,1.0,18.1,883.4,883.4,2024-05-28,217,18,49.077777777777776,2022-12
CUST_000594,2022-12-06,Small Business,Technology,Australia,Professional,149,36,2,1,71,34,,0.0,25.2,3693.44,3693.44,2024-12-06,25,25,147.73760000000001,2022-12
CUST_000595,2022-10-05,Small Business,Technology,USA,Basic,49,12,9,2,80,22,,0.0,27.3,1377.99,1377.99,2024-12-05,26,27,51.03666666666667,2022-10
CUST_000596,2020-04-03,Mid-Market,Finance,Other,Business,399,12,26,2,71,-35,,0.0,57.8,23474.83,23474.83,2024-12-03,28,57,411.8391228070176,2020-04
CUST_000597,2024-11-08,Mid-Market,Healthcare,Canada,Professional,149,36,43,1,48,-21,,0.0,1.8,311.37,311.37,2024-12-08,23,2,155.685,2024-11
CUST_000598,2022-08-15,Startup,Other,France,Basic,49,24,4,2,30,-12,,0.0,29.0,1493.61,1493.61,2024-12-15,16,29,51.503793103448274,2022-08
CUST_000599,2022-10-08,Startup,Education,Germany,Business,399,1,3,0,80,15,,0.0,27.2,10577.04,10577.04,2024-12-08,23,27,391.74222222222227,2022-10
CUST_000600,2021-03-28,Startup,Manufacturing,USA,Professional,149,1,3,2,53,26,2022-12-23,1.0,21.2,3119.37,3119.37,2022-11-28,764,21,148.54142857142855,2021-03
CUST_000601,2023-05-12,Small Business,Other,USA,Business,399,24,3,1,87,97,,0.0,20.0,8157.26,8157.26,2024-12-12,19,20,407.863,2023-05
CUST_000602,2022-06-30,Enterprise,Real Estate,Germany,Basic,49,12,107,2,35,38,2022-10-01,1.0,3.1,199.29,199.29,2022-09-30,823,4,49.8225,2022-06
CUST_000603,2020-08-05,Enterprise,Healthcare,UK,Basic,49,24,436,2,46,13,,0.0,53.6,2654.58,2654.58,2024-12-05,26,53,50.08641509433962,2020-08
CUST_000604,2021-04-18,Mid-Market,Technology,Germany,Basic,49,12,49,3,62,63,2022-11-17,1.0,19.3,933.38,933.38,2022-10-18,805,19,49.125263157894736,2021-04
CUST_000605,2021-03-07,Enterprise,Manufacturing,UK,Basic,49,36,139,1,67,68,,0.0,46.5,2265.78,2265.78,2024-12-07,24,46,49.25608695652174,2021-03
CUST_000606,2020-12-06,Enterprise,Healthcare,USA,Business,399,12,124,2,83,34,,0.0,49.5,19954.9,19954.9,2024-12-06,25,49,407.2428571428572,2020-12
CUST_000607,2021-07-04,Startup,Finance,USA,Business,399,24,3,0,85,23,,0.0,42.5,17127.93,17127.93,2024-12-04,27,42,407.80785714285713,2021-07
CUST_000608,2024-06-23,Small Business,Retail,Germany,Professional,149,1,4,3,63,86,,0.0,6.4,1075.27,1075.27,2024-12-23,8,7,153.60999999999999,2024-06
CUST_000609,2023-08-05,Mid-Market,Real Estate,USA,Business,399,12,31,3,80,38,,0.0,17.1,7032.59,7032.59,2024-12-05,26,17,413.68176470588236,2023-08
CUST_000610,2023-07-01,Mid-Market,Finance,Germany,Basic,49,1,16,3,28,-18,,0.0,18.3,886.12,886.12,2024-12-01,30,18,49.22888888888889,2023-07
CUST_000611,2024-10-23,Small Business,Education,USA,Enterprise,999,24,5,6,58,16,,0.0,2.3,3142.4800000000005,3142.4800000000005,2024-12-23,8,3,1047.4933333333336,2024-10
CUST_000612,2020-12-22,Enterprise,Healthcare,France,Enterprise,999,24,378,2,81,45,,0.0,49.0,48591.99,48591.99,2024-12-22,9,49,991.6732653061224,2020-12
CUST_000613,2020-01-23,Startup,Manufacturing,USA,Professional,149,1,1,2,66,14,,0.0,60.1,9196.45,9196.45,2024-12-23,8,60,153.27416666666667,2020-01
CUST_000614,2024-11-20,Small Business,Technology,USA,Basic,49,12,5,4,94,51,,0.0,1.4,98.28,98.28,2024-12-20,11,2,49.14,2024-11
CUST_000615,2021-06-05,Small Business,Real Estate,Germany,Business,399,24,3,6,46,-28,,0.0,43.5,17404.16,17404.16,2024-12-05,26,43,404.74790697674416,2021-06
CUST_000616,2024-11-16,Small Business,Technology,Canada,Basic,49,24,2,2,82,64,,0.0,1.5,91.00999999999999,91.00999999999999,2024-12-16,15,2,45.504999999999995,2024-11
CUST_000617,2023-01-28,Enterprise,Manufacturing,USA,Business,399,12,484,1,55,14,,0.0,23.4,9473.66,9473.66,2024-12-28,3,24,394.73583333333335,2023-01
CUST_000618,2022-03-12,Small Business,Technology,Other,Basic,49,36,2,1,74,7,,0.0,34.2,1692.88,1692.88,2024-12-12,19,34,49.79058823529412,2022-03
CUST_000619,2023-04-18,Small Business,Healthcare,USA,Professional,149,24,7,0,47,63,,0.0,20.8,3237.64,3237.64,2024-12-18,13,21,154.17333333333332,2023-04
CUST_000620,2023-05-31,Small Business,Finance,UK,Professional,149,12,9,2,67,27,,0.0,19.3,2998.4900000000002,2998.4900000000002,2024-12-29,2,20,149.92450000000002,2023-05
CUST_000621,2022-01-31,Mid-Market,Finance,USA,Basic,49,12,24,3,82,6,,0.0,35.5,1788.55,1788.55,2024-12-28,3,36,49.68194444444444,2022-01
CUST_000622,2024-08-09,Small Business,Technology,USA,Professional,149,12,9,1,80,24,,0.0,4.8,799.0899999999999,799.0899999999999,2024-12-09,22,5,159.81799999999998,2024-08
CUST_000623,2021-03-17,Small Business,Healthcare,UK,Basic,49,24,4,4,67,24,,0.0,46.2,2325.08,2325.08,2024-12-17,14,46,50.54521739130435,2021-03
CUST_000624,2024-06-19,Startup,Manufacturing,USA,Professional,149,12,2,2,81,9,,0.0,6.5,1110.22,1110.22,2024-12-19,12,7,158.60285714285715,2024-06
CUST_000625,2022-02-07,Small Business,Retail,France,Business,399,24,8,3,77,43,,0.0,35.3,14355.38,14355.38,2024-12-07,24,35,410.1537142857143,2022-02
